,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
663,760660,11093680,Entire home/apt,Santa Maria Maior,99,4.5,4,2.0,80.0
4188,6524823,4622074,Entire home/apt,Estrela,99,4.5,6,2.0,52.0
4262,6622939,34663570,Entire home/apt,Arroios,99,4.5,4,2.0,35.0
136,196195,951913,Entire home/apt,Penha de França,100,4.5,5,2.0,38.0
1302,1603166,8542734,Entire home/apt,Santa Maria Maior,100,4.5,4,2.0,115.0
2693,3786155,19245334,Entire home/apt,Misericórdia,100,4.5,4,2.0,58.0
99,159473,764012,Entire home/apt,Misericórdia,101,4.5,6,2.0,99.0
592,698395,3579878,Entire home/apt,Misericórdia,101,4.5,6,2.0,98.0
3725,5803073,30106526,Entire home/apt,Misericórdia,101,4.5,4,2.0,33.0
4104,6413081,33435778,Entire home/apt,Misericórdia,101,4.5,5,2.0,75.0
792,888141,10911362,Entire home/apt,Santa Maria Maior,102,4.5,5,2.0,114.0
4571,7072371,18063509,Entire home/apt,Olivais,103,4.5,5,2.0,46.0
4706,7332382,26796114,Entire home/apt,Santa Maria Maior,103,4.5,5,2.0,69.0
3728,5805534,27608323,Entire home/apt,Belém,104,4.5,4,2.0,75.0
800,896034,990553,Entire home/apt,Santa Maria Maior,105,4.5,5,2.0,46.0
911,1049659,3455628,Entire home/apt,Arroios,105,4.5,6,2.0,58.0
1351,1724077,8810620,Entire home/apt,Belém,105,4.5,4,2.0,64.0
3865,6021991,7935318,Entire home/apt,Santa Maria Maior,105,4.5,4,2.0,46.0
4068,6347423,33062645,Entire home/apt,Misericórdia,105,4.5,4,2.0,64.0
5913,10082953,21980829,Entire home/apt,Santo António,105,4.5,6,2.0,69.0
101,161268,1554338,Entire home/apt,Misericórdia,106,4.5,7,2.0,109.0
1268,1549461,3692657,Entire home/apt,Misericórdia,106,4.5,5,2.0,68.0
1675,2428199,12400145,Entire home/apt,Misericórdia,106,4.5,4,2.0,75.0
3125,4658685,9058513,Entire home/apt,Santa Maria Maior,106,4.5,4,2.0,79.0
5073,7979245,35196924,Entire home/apt,Santa Maria Maior,106,4.5,4,2.0,80.0
1062,1238042,6748120,Entire home/apt,Santo António,107,4.5,4,2.0,87.0
2554,3548865,3250665,Entire home/apt,Misericórdia,107,4.5,4,2.0,55.0
3441,5328062,27608323,Entire home/apt,Belém,108,4.5,4,2.0,104.0
1609,2278449,727771,Entire home/apt,Santa Maria Maior,109,4.5,4,2.0,58.0
2730,3845362,19128442,Entire home/apt,Santa Maria Maior,109,4.5,6,2.0,68.0
1897,2840594,2476571,Entire home/apt,Santa Maria Maior,110,4.5,6,2.0,116.0
4251,6606928,1848304,Entire home/apt,Misericórdia,110,4.5,6,2.0,60.0
4473,6925113,13555244,Entire home/apt,Arroios,110,4.5,4,2.0,65.0
1640,2358037,4420701,Entire home/apt,São Vicente,111,4.5,8,2.0,114.0
4943,7761914,15351963,Entire home/apt,Santa Maria Maior,111,4.5,6,2.0,47.0
771,860523,4507155,Entire home/apt,Estrela,112,4.5,4,2.0,40.0
1040,1213489,6569058,Entire home/apt,Arroios,112,4.5,6,2.0,103.0
1468,1955508,10106628,Entire home/apt,Santa Maria Maior,112,4.5,6,2.0,69.0
3003,4391098,22795884,Entire home/apt,Santa Maria Maior,112,4.5,4,2.0,75.0
3683,5753094,29845914,Entire home/apt,Misericórdia,112,4.5,6,2.0,58.0
508,626018,3100736,Entire home/apt,São Vicente,113,4.5,4,2.0,69.0
2474,3424869,5060727,Entire home/apt,Santa Maria Maior,113,4.5,3,2.0,46.0
1838,2727861,13959965,Entire home/apt,Santa Maria Maior,114,4.5,6,2.0,91.0
2366,3228326,9927946,Entire home/apt,Santa Maria Maior,114,4.5,4,2.0,40.0
3463,5368869,10487625,Entire home/apt,Misericórdia,114,4.5,6,2.0,69.0
1549,2122566,10823980,Entire home/apt,São Vicente,115,4.5,5,2.0,58.0
1761,2600393,13316402,Entire home/apt,São Vicente,115,4.5,5,2.0,40.0
996,1162896,6317960,Entire home/apt,Arroios,116,4.5,4,2.0,50.0
362,479691,2376032,Entire home/apt,Misericórdia,117,4.5,5,2.0,69.0
2089,3031901,3250665,Entire home/apt,Misericórdia,117,4.5,6,2.0,59.0
214,300827,1549585,Entire home/apt,Misericórdia,118,4.5,4,2.0,81.0
930,1079214,4876381,Entire home/apt,Misericórdia,118,4.5,3,2.0,75.0
1573,2179372,10774139,Entire home/apt,Misericórdia,118,4.5,5,2.0,100.0
703,794333,4184976,Entire home/apt,Misericórdia,119,4.5,6,2.0,137.0
287,403751,2013435,Entire home/apt,Santa Maria Maior,120,4.5,6,2.0,58.0
541,648136,3250665,Entire home/apt,Misericórdia,120,4.5,6,2.0,57.0
3193,4800276,14741013,Entire home/apt,Santa Maria Maior,120,4.5,4,2.0,87.0
593,698966,1505056,Entire home/apt,Santa Maria Maior,123,4.5,6,2.0,102.0
4333,6710390,2101702,Entire home/apt,Santo António,123,4.5,6,2.0,93.0
76,135261,663233,Entire home/apt,Misericórdia,124,4.5,4,2.0,69.0
1021,1197060,3250665,Entire home/apt,Misericórdia,124,4.5,6,2.0,60.0
1805,2676889,11924532,Entire home/apt,São Vicente,124,4.5,5,2.0,64.0
3751,5847614,29705323,Entire home/apt,Santa Maria Maior,124,4.5,4,2.0,56.0
4102,6411290,33435220,Entire home/apt,Santa Maria Maior,124,4.5,4,2.0,73.0
1437,1885002,5906232,Entire home/apt,Santa Maria Maior,125,4.5,4,2.0,58.0
1937,2930702,13555244,Entire home/apt,Arroios,125,4.5,4,2.0,56.0
63,124558,620702,Entire home/apt,Santa Maria Maior,126,4.5,6,2.0,75.0
1244,1508078,8055540,Entire home/apt,Alcântara,126,4.5,4,2.0,77.0
2813,3949185,2383059,Entire home/apt,Misericórdia,127,4.5,6,2.0,71.0
3094,4610714,1848304,Entire home/apt,Misericórdia,127,4.5,3,2.0,38.0
4292,6650438,3519021,Entire home/apt,Misericórdia,127,4.5,6,2.0,98.0
2485,3441699,8964504,Entire home/apt,Santa Maria Maior,128,4.5,4,2.0,70.0
3364,5162493,9058387,Entire home/apt,Santa Maria Maior,129,4.5,4,2.0,69.0
3386,5227767,27051967,Entire home/apt,São Vicente,129,4.5,4,2.0,52.0
98,159464,764012,Entire home/apt,Misericórdia,130,4.5,6,2.0,104.0
1700,2483313,2717587,Entire home/apt,Misericórdia,130,4.5,5,2.0,58.0
900,1029119,4420701,Entire home/apt,Penha de França,131,4.5,8,2.0,114.0
1056,1232734,6722816,Entire home/apt,Santa Maria Maior,131,4.5,5,2.0,68.0
5559,9186845,18063509,Entire home/apt,Santa Maria Maior,131,4.5,4,2.0,52.0
1633,2336193,3455628,Entire home/apt,Arroios,132,4.5,5,2.0,58.0
3157,4727778,16271297,Entire home/apt,Santa Maria Maior,132,4.5,6,2.0,57.0
4784,7487387,13564776,Entire home/apt,Santa Maria Maior,132,4.5,3,2.0,90.0
1791,2647545,13555244,Entire home/apt,Penha de França,133,4.5,4,2.0,59.0
3587,5592179,14897199,Entire home/apt,Misericórdia,133,4.5,5,2.0,74.0
3668,5729395,29705323,Entire home/apt,Santa Maria Maior,133,4.5,4,2.0,54.0
2157,3070003,15625176,Entire home/apt,Estrela,134,4.5,5,2.0,89.0
894,1021289,4332026,Entire home/apt,Santa Maria Maior,135,4.5,6,2.0,115.0
1518,2041499,5809174,Entire home/apt,São Vicente,136,4.5,5,2.0,45.0
3994,6256503,2101702,Entire home/apt,Santo António,136,4.5,6,2.0,93.0
1510,2022380,10393306,Entire home/apt,Santa Maria Maior,137,4.5,6,2.0,162.0
1559,2144662,10946322,Entire home/apt,Olivais,138,4.5,6,2.0,87.0
1938,2931403,2383059,Entire home/apt,Misericórdia,138,4.5,6,2.0,61.0
2564,3576722,5933531,Entire home/apt,Misericórdia,139,4.5,4,2.0,39.0
2630,3691125,7935318,Entire home/apt,São Vicente,139,4.5,4,2.0,58.0
2900,4132379,21438269,Entire home/apt,Santa Maria Maior,139,4.5,6,2.0,103.0
414,526713,2588611,Entire home/apt,Santa Maria Maior,142,4.5,4,2.0,46.0
924,1069495,5884168,Entire home/apt,Misericórdia,142,4.5,6,2.0,40.0
3053,4507666,16271297,Entire home/apt,Santa Maria Maior,142,4.5,6,2.0,57.0
759,850008,3455628,Entire home/apt,Arroios,143,4.5,5,2.0,58.0
867,981823,5376796,Entire home/apt,Santa Maria Maior,143,4.5,4,2.0,58.0
1681,2449827,5406716,Entire home/apt,Santa Maria Maior,144,4.5,3,2.0,64.0
2745,3861604,2717587,Entire home/apt,Misericórdia,146,4.5,5,2.0,58.0
2784,3912132,1848304,Entire home/apt,Misericórdia,147,4.5,5,2.0,42.0
210,291999,1029524,Entire home/apt,Misericórdia,148,4.5,6,2.0,98.0
1799,2670089,13667856,Entire home/apt,Misericórdia,148,4.5,5,2.0,64.0
102,161293,778848,Entire home/apt,Arroios,149,4.5,6,2.0,114.0
3715,5796306,13115678,Entire home/apt,Misericórdia,149,4.5,5,2.0,45.0
1649,2369561,12107334,Entire home/apt,Misericórdia,150,4.5,6,2.0,75.0
1091,1278764,6930385,Entire home/apt,Santa Maria Maior,151,4.5,4,2.0,58.0
3352,5147002,13667856,Entire home/apt,Misericórdia,151,4.5,5,2.0,67.0
2650,3731635,4794066,Entire home/apt,São Vicente,152,4.5,4,2.0,40.0
1743,2563637,13124432,Entire home/apt,Misericórdia,153,4.5,4,2.0,48.0
3205,4819551,15024009,Entire home/apt,Santa Maria Maior,153,4.5,4,2.0,69.0
1025,1201873,176410,Entire home/apt,Misericórdia,156,4.5,5,2.0,115.0
4327,6700875,7867704,Entire home/apt,Arroios,156,4.5,4,2.0,58.0
1402,1795139,9416641,Entire home/apt,Misericórdia,157,4.5,4,2.0,58.0
806,904303,4622074,Entire home/apt,Estrela,158,4.5,7,2.0,52.0
785,875457,4622074,Entire home/apt,Estrela,159,4.5,6,2.0,52.0
2764,3894278,20155473,Entire home/apt,Santa Maria Maior,159,4.5,3,2.0,46.0
1717,2533349,3303813,Entire home/apt,Santa Maria Maior,160,4.5,4,2.0,64.0
1887,2809774,3699511,Entire home/apt,Misericórdia,160,4.5,4,2.0,55.0
612,717540,3699511,Entire home/apt,Misericórdia,161,4.5,4,2.0,69.0
1360,1732623,9026694,Entire home/apt,Misericórdia,165,4.5,5,2.0,98.0
622,718535,3692657,Entire home/apt,Misericórdia,169,4.5,6,2.0,76.0
840,943517,176410,Entire home/apt,Misericórdia,171,4.5,5,2.0,93.0
1314,1628119,8653570,Entire home/apt,Santa Maria Maior,173,4.5,5,2.0,46.0
1002,1167624,6270667,Entire home/apt,Santa Maria Maior,174,4.5,6,2.0,57.0
549,656673,3308104,Entire home/apt,São Vicente,177,4.5,6,2.0,64.0
751,847288,2476571,Entire home/apt,Santa Maria Maior,180,4.5,6,2.0,103.0
369,486291,1725290,Entire home/apt,São Vicente,187,4.5,6,2.0,69.0
447,555230,2727077,Entire home/apt,Santa Maria Maior,188,4.5,6,2.0,52.0
722,823940,4326038,Entire home/apt,Misericórdia,190,4.5,3,2.0,35.0
389,496935,2476571,Entire home/apt,Santa Maria Maior,191,4.5,6,2.0,109.0
547,656057,3303813,Entire home/apt,Santa Maria Maior,196,4.5,4,2.0,64.0
186,261733,1373142,Entire home/apt,Misericórdia,202,4.5,4,2.0,69.0
1303,1603820,8545314,Entire home/apt,Santa Maria Maior,204,4.5,7,2.0,93.0
758,849989,2476571,Entire home/apt,Santa Maria Maior,208,4.5,8,2.0,104.0
873,991370,2717587,Entire home/apt,Misericórdia,211,4.5,5,2.0,58.0
1221,1483243,7935318,Entire home/apt,Santo António,212,4.5,6,2.0,69.0
1961,2964136,1841634,Entire home/apt,Santa Maria Maior,222,4.5,5,2.0,52.0
72,131619,647439,Entire home/apt,Arroios,227,4.5,4,2.0,39.0
442,552937,2717587,Entire home/apt,Misericórdia,229,4.5,5,2.0,58.0
496,612831,3033288,Entire home/apt,Santa Maria Maior,233,4.5,6,2.0,69.0
401,509010,2508366,Entire home/apt,Misericórdia,240,4.5,5,2.0,75.0
672,771232,2508366,Entire home/apt,Misericórdia,243,4.5,5,2.0,78.0
866,980478,5363542,Entire home/apt,Santa Maria Maior,257,4.5,6,2.0,57.0
624,720167,3716977,Entire home/apt,Santa Maria Maior,260,4.5,4,2.0,58.0
537,644056,3222443,Entire home/apt,Misericórdia,262,4.5,4,2.0,46.0
1369,1745355,9186518,Entire home/apt,Olivais,419,4.5,5,2.0,50.0
40,89015,485573,Entire home/apt,Misericórdia,11,5.0,4,2.0,115.0
201,280219,1333192,Entire home/apt,São Vicente,11,5.0,4,2.0,98.0
1226,1488934,7962359,Entire home/apt,Campolide,11,5.0,6,2.0,46.0
3532,5498837,23178607,Entire home/apt,São Vicente,11,5.0,2,2.0,138.0
4111,6424783,391315,Entire home/apt,Parque das Nações,11,5.0,4,2.0,92.0
5808,9815347,50562055,Entire home/apt,Belém,11,5.0,6,2.0,45.0
8806,14562096,78066984,Entire home/apt,Misericórdia,11,5.0,5,2.0,93.0
8861,14629660,1648490,Entire home/apt,Estrela,11,5.0,5,2.0,98.0
8869,14647172,9962826,Entire home/apt,Santa Maria Maior,11,5.0,6,2.0,115.0
9053,14927170,87295495,Entire home/apt,Santa Maria Maior,11,5.0,6,2.0,167.0
9457,15464438,45429583,Entire home/apt,Misericórdia,11,5.0,6,2.0,138.0
9980,16161972,105490041,Entire home/apt,Arroios,11,5.0,6,2.0,62.0
9997,16196810,19254511,Entire home/apt,Belém,11,5.0,6,2.0,60.0
10169,16377323,22370159,Entire home/apt,Misericórdia,11,5.0,9,2.0,105.0
10231,16440559,104239978,Entire home/apt,Campolide,11,5.0,6,2.0,93.0
10735,17121968,593950,Entire home/apt,Santo António,11,5.0,4,2.0,91.0
11063,17505338,118646831,Entire home/apt,Santa Maria Maior,11,5.0,5,2.0,104.0
11245,17676002,91464804,Entire home/apt,Santo António,11,5.0,6,2.0,162.0
11258,17691934,76127721,Entire home/apt,Santa Maria Maior,11,5.0,6,2.0,74.0
11364,17788361,110986856,Entire home/apt,Arroios,11,5.0,6,2.0,93.0
11373,17790648,750300,Entire home/apt,Misericórdia,11,5.0,7,2.0,115.0
11927,18266885,126272024,Entire home/apt,Misericórdia,11,5.0,5,2.0,156.0
1109,1310896,7124727,Entire home/apt,Santa Maria Maior,12,5.0,4,2.0,80.0
2056,3012490,15351613,Entire home/apt,Benfica,12,5.0,5,2.0,69.0
3655,5712112,26109799,Entire home/apt,Alcântara,12,5.0,4,2.0,52.0
4071,6353813,10614112,Entire home/apt,Arroios,12,5.0,5,2.0,104.0
4138,6465894,3676955,Entire home/apt,Arroios,12,5.0,4,2.0,138.0
6706,11791266,62790748,Entire home/apt,Avenidas Novas,12,5.0,6,2.0,98.0
7567,13103285,676330,Entire home/apt,Misericórdia,12,5.0,6,2.0,69.0
8153,13821066,78811989,Entire home/apt,Misericórdia,12,5.0,6,2.0,93.0
8406,14084545,65396992,Entire home/apt,Parque das Nações,12,5.0,5,2.0,115.0
8551,14245109,86669687,Entire home/apt,Santa Maria Maior,12,5.0,5,2.0,65.0
8968,14801489,92464294,Entire home/apt,Campo de Ourique,12,5.0,4,2.0,112.0
9098,14966849,22426517,Entire home/apt,Santa Maria Maior,12,5.0,4,2.0,84.0
9754,15833775,87004794,Entire home/apt,Santo António,12,5.0,6,2.0,138.0
10519,16834103,91464804,Entire home/apt,Arroios,12,5.0,6,2.0,163.0
10636,16968871,69822541,Entire home/apt,São Vicente,12,5.0,2,2.0,58.0
10913,17318815,2440254,Entire home/apt,Arroios,12,5.0,5,2.0,64.0
10930,17352363,35278537,Entire home/apt,Parque das Nações,12,5.0,6,2.0,80.0
11441,17842396,122045087,Entire home/apt,São Vicente,12,5.0,3,2.0,75.0
11661,18039278,29954916,Entire home/apt,Misericórdia,12,5.0,7,2.0,119.0
1251,1519039,8107913,Entire home/apt,Misericórdia,13,5.0,4,2.0,244.0
1295,1583866,3953109,Entire home/apt,Misericórdia,13,5.0,4,2.0,84.0
2373,3237484,727771,Entire home/apt,Santa Maria Maior,13,5.0,3,2.0,58.0
4549,7047153,4097639,Entire home/apt,Arroios,13,5.0,4,2.0,58.0
4880,7685041,19738034,Entire home/apt,Estrela,13,5.0,4,2.0,93.0
7032,12267016,11523797,Entire home/apt,Santo António,13,5.0,4,2.0,100.0
7285,12776883,69514935,Entire home/apt,Belém,13,5.0,4,2.0,58.0
7322,12833004,9931795,Entire home/apt,Estrela,13,5.0,4,2.0,109.0
7461,12987434,71535686,Entire home/apt,São Vicente,13,5.0,6,2.0,104.0
8478,14148571,85464733,Entire home/apt,São Vicente,13,5.0,6,2.0,58.0
9286,15232737,96828210,Entire home/apt,São Vicente,13,5.0,3,2.0,79.0
9363,15351108,96828210,Entire home/apt,Estrela,13,5.0,4,2.0,150.0
9454,15463071,71708521,Entire home/apt,Misericórdia,13,5.0,4,2.0,87.0
9584,15600733,1981996,Entire home/apt,São Vicente,13,5.0,4,2.0,80.0
10237,16449548,107897841,Entire home/apt,São Vicente,13,5.0,6,2.0,68.0
10248,16463325,108017496,Entire home/apt,Parque das Nações,13,5.0,4,2.0,64.0
10310,16551573,8026811,Entire home/apt,Misericórdia,13,5.0,6,2.0,87.0
10342,16586560,211826,Entire home/apt,Santa Maria Maior,13,5.0,5,2.0,52.0
10368,16625342,95671184,Entire home/apt,São Vicente,13,5.0,5,2.0,80.0
10517,16827168,62754115,Entire home/apt,Misericórdia,13,5.0,4,2.0,90.0
10608,16926854,33903389,Entire home/apt,Santo António,13,5.0,3,2.0,69.0
10845,17246261,116206423,Entire home/apt,Misericórdia,13,5.0,6,2.0,93.0
10885,17283011,7247574,Entire home/apt,Misericórdia,13,5.0,4,2.0,93.0
11012,17444250,91110673,Entire home/apt,Santa Maria Maior,13,5.0,4,2.0,56.0
11426,17829317,121921957,Entire home/apt,Misericórdia,13,5.0,4,2.0,79.0
11493,17900129,94962151,Entire home/apt,Arroios,13,5.0,4,2.0,71.0
235,320603,1416183,Entire home/apt,Santa Maria Maior,14,5.0,5,2.0,156.0
1071,1251954,5505140,Entire home/apt,Santa Maria Maior,14,5.0,6,2.0,77.0
1333,1671410,8848317,Entire home/apt,Parque das Nações,14,5.0,5,2.0,150.0
1565,2167380,5562989,Entire home/apt,Arroios,14,5.0,4,2.0,147.0
1697,2477224,8708142,Entire home/apt,Santa Maria Maior,14,5.0,4,2.0,98.0
4905,7715595,39465095,Entire home/apt,São Vicente,14,5.0,6,2.0,57.0
5192,8217024,914126,Entire home/apt,Parque das Nações,14,5.0,4,2.0,104.0
5827,9855018,23601137,Entire home/apt,São Vicente,14,5.0,5,2.0,93.0
6616,11662472,37758551,Entire home/apt,Santo António,14,5.0,6,2.0,80.0
7008,12241180,24755412,Entire home/apt,Arroios,14,5.0,6,2.0,138.0
8257,13926639,72308537,Entire home/apt,Santa Maria Maior,14,5.0,4,2.0,98.0
8483,14151463,27666036,Entire home/apt,Ajuda,14,5.0,4,2.0,78.0
10257,16474881,97881259,Entire home/apt,Misericórdia,14,5.0,6,2.0,80.0
11133,17571069,46278035,Entire home/apt,Arroios,14,5.0,4,2.0,87.0
12051,18355475,74171605,Entire home/apt,Misericórdia,14,5.0,6,2.0,79.0
145,205519,184400,Entire home/apt,Misericórdia,15,5.0,5,2.0,104.0
887,1015159,688914,Entire home/apt,Misericórdia,15,5.0,6,2.0,90.0
1398,1792764,7281321,Entire home/apt,Misericórdia,15,5.0,4,2.0,109.0
1511,2022636,2372087,Entire home/apt,Santo António,15,5.0,6,2.0,115.0
1993,2979410,15196549,Entire home/apt,Penha de França,15,5.0,4,2.0,69.0
2671,3757680,15174210,Entire home/apt,Avenidas Novas,15,5.0,4,2.0,60.0
3815,5931295,30794985,Entire home/apt,Misericórdia,15,5.0,6,2.0,50.0
5231,8281997,420567,Entire home/apt,Arroios,15,5.0,4,2.0,64.0
6040,10352538,24608308,Entire home/apt,Parque das Nações,15,5.0,4,2.0,266.0
6046,10363729,53338429,Entire home/apt,Santa Maria Maior,15,5.0,6,2.0,138.0
6386,11253708,58723466,Entire home/apt,Santa Maria Maior,15,5.0,4,2.0,104.0
6436,11360326,20729731,Entire home/apt,Santa Maria Maior,15,5.0,5,2.0,115.0
6852,11976649,1489164,Entire home/apt,São Vicente,15,5.0,6,2.0,58.0
7403,12938222,66172221,Entire home/apt,Santa Maria Maior,15,5.0,5,2.0,115.0
7440,12967980,60982357,Entire home/apt,Lumiar,15,5.0,4,2.0,58.0
7575,13108286,72862444,Entire home/apt,Misericórdia,15,5.0,5,2.0,69.0
8391,14072055,30642769,Entire home/apt,Santa Maria Maior,15,5.0,4,2.0,218.0
8796,14543335,688914,Entire home/apt,Misericórdia,15,5.0,5,2.0,71.0
8882,14669821,4663337,Entire home/apt,Estrela,15,5.0,6,2.0,87.0
9736,15810467,91438952,Entire home/apt,São Vicente,15,5.0,6,2.0,75.0
9874,16014290,146695,Entire home/apt,Misericórdia,15,5.0,6,2.0,60.0
10374,16643171,109982055,Entire home/apt,Misericórdia,15,5.0,4,2.0,87.0
252,344035,1730158,Entire home/apt,Misericórdia,16,5.0,5,2.0,93.0
1590,2226934,11364286,Entire home/apt,Alvalade,16,5.0,6,2.0,58.0
1657,2386685,2637774,Entire home/apt,Santo António,16,5.0,6,2.0,73.0
4555,7050726,36528156,Entire home/apt,Misericórdia,16,5.0,4,2.0,122.0
6637,11689624,688914,Entire home/apt,Santa Maria Maior,16,5.0,6,2.0,96.0
7876,13471466,9944939,Entire home/apt,Santa Maria Maior,16,5.0,5,2.0,152.0
7945,13580009,26866501,Entire home/apt,Santo António,16,5.0,6,2.0,87.0
8087,13745942,15829010,Entire home/apt,São Vicente,16,5.0,6,2.0,93.0
8108,13767810,50813062,Entire home/apt,Belém,16,5.0,4,2.0,45.0
9996,16190029,105721887,Entire home/apt,São Vicente,16,5.0,6,2.0,68.0
10229,16440273,13219688,Entire home/apt,Misericórdia,16,5.0,4,2.0,29.0
10266,16483204,76127721,Entire home/apt,Santa Maria Maior,16,5.0,5,2.0,49.0
10860,17262619,5505140,Entire home/apt,Santa Maria Maior,16,5.0,5,2.0,87.0
11213,17636934,19905749,Entire home/apt,Misericórdia,16,5.0,4,2.0,106.0
11776,18139754,19643041,Entire home/apt,Santa Maria Maior,16,5.0,4,2.0,105.0
2971,4302085,7146174,Entire home/apt,Avenidas Novas,17,5.0,6,2.0,148.0
3425,5290749,391315,Entire home/apt,Santa Maria Maior,17,5.0,6,2.0,104.0
3549,5525213,12811685,Entire home/apt,Parque das Nações,17,5.0,5,2.0,162.0
4656,7249773,37758551,Entire home/apt,Santa Maria Maior,17,5.0,6,2.0,115.0
5050,7934004,41837508,Entire home/apt,Arroios,17,5.0,4,2.0,89.0
6158,10699015,55277847,Entire home/apt,Alcântara,17,5.0,5,2.0,57.0
7084,12337996,40227410,Entire home/apt,Penha de França,17,5.0,6,2.0,93.0
8047,13703972,9263939,Entire home/apt,Estrela,17,5.0,4,2.0,115.0
8467,14139268,13750296,Entire home/apt,Santa Maria Maior,17,5.0,6,2.0,113.0
8556,14248539,1847572,Entire home/apt,Campo de Ourique,17,5.0,4,2.0,57.0
9604,15643649,57800908,Entire home/apt,Alcântara,17,5.0,5,2.0,89.0
9962,16147306,17777000,Entire home/apt,São Vicente,17,5.0,7,2.0,116.0
10209,16432047,65861087,Entire home/apt,São Vicente,17,5.0,5,2.0,64.0
10272,16490120,34259153,Entire home/apt,Santa Maria Maior,17,5.0,4,2.0,68.0
10375,16643469,8693539,Entire home/apt,Misericórdia,17,5.0,4,2.0,40.0
10531,16843146,3823075,Entire home/apt,Benfica,17,5.0,4,2.0,37.0
10602,16923312,15882673,Entire home/apt,Misericórdia,17,5.0,4,2.0,59.0
11509,17917217,122829163,Entire home/apt,Campo de Ourique,17,5.0,4,2.0,69.0
543,649778,2372087,Entire home/apt,Santa Maria Maior,18,5.0,6,2.0,173.0
6443,11388429,34773648,Entire home/apt,Misericórdia,18,5.0,6,2.0,69.0
7071,12312633,2446180,Entire home/apt,Arroios,18,5.0,4,2.0,115.0
7331,12841619,70118664,Entire home/apt,Santa Maria Maior,18,5.0,4,2.0,144.0
7350,12878940,10348978,Entire home/apt,Estrela,18,5.0,4,2.0,113.0
7885,13487910,77263093,Entire home/apt,Estrela,18,5.0,4,2.0,75.0
8502,14177629,68044410,Entire home/apt,Avenidas Novas,18,5.0,6,2.0,90.0
8885,14676446,87295495,Entire home/apt,Santa Maria Maior,18,5.0,6,2.0,179.0
9258,15192980,7818743,Entire home/apt,Santo António,18,5.0,4,2.0,68.0
10155,16351553,13126647,Entire home/apt,Estrela,18,5.0,3,2.0,115.0
10661,16993108,15551936,Entire home/apt,Misericórdia,18,5.0,5,2.0,64.0
11574,17962437,100083845,Entire home/apt,Santa Maria Maior,18,5.0,7,2.0,90.0
374,488694,2396258,Entire home/apt,São Vicente,19,5.0,5,2.0,103.0
1396,1788346,9071140,Entire home/apt,Santa Maria Maior,19,5.0,4,2.0,138.0
1758,2593852,12878313,Entire home/apt,Arroios,19,5.0,4,2.0,109.0
3644,5684430,29472278,Entire home/apt,Parque das Nações,19,5.0,5,2.0,75.0
4661,7258982,11707167,Entire home/apt,Santa Maria Maior,19,5.0,4,2.0,100.0
4789,7504609,3953816,Entire home/apt,Arroios,19,5.0,4,2.0,75.0
5088,8027015,1916202,Entire home/apt,São Vicente,19,5.0,4,2.0,64.0
5211,8233610,43417665,Entire home/apt,Arroios,19,5.0,4,2.0,75.0
5254,8341410,43938346,Entire home/apt,Santo António,19,5.0,4,2.0,81.0
6064,10402124,53560365,Entire home/apt,Misericórdia,19,5.0,4,2.0,69.0
7588,13120919,10487625,Entire home/apt,Misericórdia,19,5.0,6,2.0,69.0
7960,13598780,39001017,Entire home/apt,Misericórdia,19,5.0,4,2.0,127.0
9120,14993653,29064494,Entire home/apt,Alcântara,19,5.0,4,2.0,64.0
9322,15297413,14106498,Entire home/apt,Santo António,19,5.0,6,2.0,87.0
9773,15851990,102706746,Entire home/apt,Areeiro,19,5.0,4,2.0,58.0
9831,15950291,90971454,Entire home/apt,Belém,19,5.0,5,2.0,80.0
9999,16200692,93835678,Entire home/apt,São Vicente,19,5.0,4,2.0,69.0
10329,16565981,13567546,Entire home/apt,Santa Maria Maior,19,5.0,6,2.0,113.0
10436,16720263,13567546,Entire home/apt,Santa Maria Maior,19,5.0,6,2.0,113.0
10551,16867018,7935318,Entire home/apt,Arroios,19,5.0,4,2.0,58.0
10804,17208767,115824347,Entire home/apt,Santa Maria Maior,19,5.0,4,2.0,81.0
11024,17463288,9703619,Entire home/apt,Arroios,19,5.0,4,2.0,75.0
830,933814,5035525,Entire home/apt,Santa Maria Maior,20,5.0,4,2.0,80.0
2821,3962285,20534024,Entire home/apt,Santa Maria Maior,20,5.0,5,2.0,170.0
4500,6952720,25808281,Entire home/apt,Alcântara,20,5.0,4,2.0,113.0
5998,10242595,1756107,Entire home/apt,Arroios,20,5.0,4,2.0,83.0
6687,11763172,14218670,Entire home/apt,Arroios,20,5.0,4,2.0,138.0
7028,12264321,17733765,Entire home/apt,Santo António,20,5.0,6,2.0,87.0
7227,12641151,32664820,Entire home/apt,São Vicente,20,5.0,4,2.0,80.0
7877,13471770,36110586,Entire home/apt,Santa Maria Maior,20,5.0,4,2.0,132.0
8792,14535577,57496171,Entire home/apt,Santa Maria Maior,20,5.0,4,2.0,104.0
9052,14922477,5650205,Entire home/apt,Santo António,20,5.0,5,2.0,75.0
9427,15434097,98949663,Entire home/apt,Santa Maria Maior,20,5.0,4,2.0,322.0
11176,17604547,119470881,Entire home/apt,Santa Maria Maior,20,5.0,4,2.0,85.0
2613,3658214,17553982,Entire home/apt,São Vicente,21,5.0,5,2.0,80.0
