,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
81,138999,678222,Entire home/apt,Santa Maria Maior,71,5.0,5,2.0,104.0
847,948560,2115879,Entire home/apt,Arroios,71,5.0,4,2.0,64.0
5456,8950217,46780297,Entire home/apt,Santa Maria Maior,71,5.0,6,2.0,52.0
6021,10263462,52770263,Entire home/apt,Santa Maria Maior,71,5.0,6,2.0,104.0
6842,11965697,63913110,Entire home/apt,Arroios,71,5.0,6,2.0,93.0
2822,3962354,11518941,Entire home/apt,Misericórdia,72,5.0,4,2.0,115.0
5089,8028682,42391198,Entire home/apt,São Vicente,72,5.0,4,2.0,69.0
6597,11628713,49096239,Entire home/apt,São Vicente,72,5.0,6,2.0,94.0
1913,2875357,14696745,Entire home/apt,Santa Maria Maior,73,5.0,5,2.0,93.0
2572,3592300,18096984,Entire home/apt,Santo António,73,5.0,3,2.0,58.0
3018,4434386,1312785,Entire home/apt,Misericórdia,73,5.0,4,2.0,144.0
3082,4579320,4899687,Entire home/apt,Misericórdia,73,5.0,4,2.0,107.0
4512,6982655,9530121,Entire home/apt,Misericórdia,73,5.0,6,2.0,94.0
6220,10879097,43837299,Entire home/apt,Santa Maria Maior,73,5.0,6,2.0,136.0
7581,13113739,72922048,Entire home/apt,Santa Maria Maior,73,5.0,4,2.0,75.0
5708,9595455,37789334,Entire home/apt,Misericórdia,75,5.0,5,2.0,87.0
2684,3781619,16164075,Entire home/apt,Santa Maria Maior,76,5.0,4,2.0,144.0
5330,8593888,45010760,Entire home/apt,Santa Maria Maior,76,5.0,4,2.0,56.0
3423,5282842,27350689,Entire home/apt,Beato,77,5.0,4,2.0,68.0
3783,5897010,30627298,Entire home/apt,Misericórdia,77,5.0,5,2.0,139.0
4559,7059496,27647978,Entire home/apt,Santo António,77,5.0,4,2.0,79.0
1682,2450706,12531331,Entire home/apt,Misericórdia,78,5.0,3,2.0,58.0
1746,2570787,5944201,Entire home/apt,Arroios,78,5.0,4,2.0,75.0
3696,5770770,4189583,Entire home/apt,Santa Maria Maior,78,5.0,6,2.0,137.0
3832,5965836,30773699,Entire home/apt,Arroios,78,5.0,5,2.0,44.0
1334,1672286,8852830,Entire home/apt,Misericórdia,79,5.0,5,2.0,45.0
4147,6480043,4511947,Entire home/apt,Santa Maria Maior,79,5.0,5,2.0,115.0
4203,6539068,30424774,Entire home/apt,Santa Maria Maior,79,5.0,4,2.0,93.0
5144,8143328,26796114,Entire home/apt,Santa Maria Maior,79,5.0,6,2.0,69.0
5428,8865698,647439,Entire home/apt,Santa Maria Maior,80,5.0,4,2.0,67.0
3005,4398897,22836280,Entire home/apt,Santa Maria Maior,81,5.0,4,2.0,104.0
3839,5978415,12381504,Entire home/apt,Santa Maria Maior,81,5.0,4,2.0,138.0
3988,6248200,32443587,Entire home/apt,São Vicente,81,5.0,4,2.0,115.0
4255,6613314,34608127,Entire home/apt,Belém,81,5.0,5,2.0,80.0
5292,8484881,20414256,Entire home/apt,São Vicente,81,5.0,5,2.0,74.0
3261,4949873,4741486,Entire home/apt,Santa Maria Maior,82,5.0,5,2.0,93.0
3785,5901048,30642769,Entire home/apt,Santa Maria Maior,82,5.0,5,2.0,115.0
1969,2971915,9346594,Entire home/apt,Misericórdia,83,5.0,4,2.0,113.0
7139,12449686,51579175,Entire home/apt,Misericórdia,83,5.0,4,2.0,98.0
1363,1735993,9142629,Entire home/apt,Santo António,84,5.0,6,2.0,93.0
3870,6030570,30151401,Entire home/apt,Arroios,84,5.0,4,2.0,64.0
5563,9196303,47838430,Entire home/apt,Arroios,84,5.0,6,2.0,104.0
6303,11067058,19905749,Entire home/apt,Santa Maria Maior,84,5.0,4,2.0,98.0
128,186742,897614,Entire home/apt,Misericórdia,85,5.0,4,2.0,78.0
1835,2716828,4189583,Entire home/apt,São Vicente,85,5.0,4,2.0,56.0
1880,2803382,14309614,Entire home/apt,Arroios,85,5.0,4,2.0,113.0
7806,13384666,3519021,Entire home/apt,Misericórdia,85,5.0,6,2.0,87.0
1388,1781075,6638070,Entire home/apt,São Vicente,86,5.0,6,2.0,68.0
6060,10400461,11058715,Entire home/apt,Santa Maria Maior,86,5.0,6,2.0,78.0
1676,2429823,11935469,Entire home/apt,Santa Maria Maior,88,5.0,4,2.0,115.0
4031,6300801,32765860,Entire home/apt,Estrela,88,5.0,5,2.0,79.0
4365,6747689,14504204,Entire home/apt,Misericórdia,88,5.0,4,2.0,69.0
5081,8005031,42262039,Entire home/apt,Santa Maria Maior,88,5.0,4,2.0,75.0
5312,8543644,44978414,Entire home/apt,Belém,88,5.0,6,2.0,74.0
1048,1221781,1794425,Entire home/apt,Misericórdia,89,5.0,4,2.0,80.0
1756,2590441,10766652,Entire home/apt,Belém,89,5.0,4,2.0,75.0
1515,2032759,3488747,Entire home/apt,Santa Maria Maior,90,5.0,2,2.0,62.0
3404,5250725,27175556,Entire home/apt,Areeiro,90,5.0,4,2.0,52.0
3586,5591740,2192226,Entire home/apt,Belém,90,5.0,4,2.0,46.0
4097,6402721,33379838,Entire home/apt,Santa Maria Maior,90,5.0,6,2.0,64.0
4148,6483561,9416641,Entire home/apt,Estrela,90,5.0,4,2.0,104.0
4320,6691722,32041970,Entire home/apt,São Vicente,90,5.0,5,2.0,40.0
4658,7251260,37968562,Entire home/apt,São Vicente,90,5.0,4,2.0,80.0
5495,9042775,1756107,Entire home/apt,Misericórdia,90,5.0,4,2.0,104.0
315,431224,2143736,Entire home/apt,Misericórdia,91,5.0,4,2.0,69.0
4717,7346082,5104227,Entire home/apt,Santa Maria Maior,91,5.0,4,2.0,115.0
3526,5487997,28271557,Entire home/apt,Misericórdia,93,5.0,4,2.0,80.0
5426,8857555,8657639,Entire home/apt,Santa Maria Maior,93,5.0,6,2.0,95.0
3509,5454681,28289324,Entire home/apt,Campo de Ourique,94,5.0,6,2.0,79.0
5686,9538682,2446180,Entire home/apt,Santa Maria Maior,94,5.0,4,2.0,144.0
6342,11160174,23811010,Entire home/apt,Santa Maria Maior,94,5.0,4,2.0,104.0
8826,14585413,90401195,Entire home/apt,Areeiro,94,5.0,6,2.0,87.0
1581,2203375,5691663,Entire home/apt,Santa Maria Maior,95,5.0,4,2.0,64.0
4253,6610840,34592928,Entire home/apt,Santa Maria Maior,95,5.0,5,2.0,98.0
3268,4975097,25645698,Entire home/apt,São Vicente,97,5.0,6,2.0,75.0
5212,8234251,27832018,Entire home/apt,Santa Maria Maior,97,5.0,4,2.0,115.0
2956,4273672,6496167,Entire home/apt,Santa Maria Maior,99,5.0,6,2.0,115.0
4882,7687249,9528937,Entire home/apt,Misericórdia,100,5.0,5,2.0,115.0
719,819589,181902,Entire home/apt,Santa Maria Maior,101,5.0,8,2.0,79.0
2749,3865486,4189583,Entire home/apt,São Vicente,101,5.0,4,2.0,88.0
3672,5737282,5650205,Entire home/apt,Santo António,102,5.0,5,2.0,75.0
4183,6514443,17777000,Entire home/apt,Santa Maria Maior,102,5.0,4,2.0,115.0
3208,4825885,24849484,Entire home/apt,Santo António,103,5.0,3,2.0,45.0
3326,5088146,5691663,Entire home/apt,Santa Maria Maior,103,5.0,4,2.0,83.0
951,1110107,4580196,Entire home/apt,Arroios,104,5.0,5,2.0,87.0
2612,3653303,1797509,Entire home/apt,Estrela,104,5.0,6,2.0,226.0
4221,6571198,31818933,Entire home/apt,Misericórdia,104,5.0,8,2.0,80.0
3681,5749537,29826036,Entire home/apt,Santo António,105,5.0,4,2.0,42.0
5445,8921365,2290444,Entire home/apt,Santa Maria Maior,105,5.0,6,2.0,58.0
1436,1882488,8582551,Entire home/apt,São Vicente,107,5.0,4,2.0,67.0
1931,2918312,14897199,Entire home/apt,Misericórdia,107,5.0,6,2.0,68.0
2337,3183808,16141542,Entire home/apt,Santa Maria Maior,107,5.0,5,2.0,109.0
3906,6085597,16857202,Entire home/apt,Santa Maria Maior,107,5.0,5,2.0,69.0
4519,6998158,3303813,Entire home/apt,Santa Maria Maior,107,5.0,4,2.0,87.0
2901,4133820,6638070,Entire home/apt,Santa Maria Maior,109,5.0,6,2.0,68.0
2922,4186431,21719597,Entire home/apt,Misericórdia,109,5.0,7,2.0,115.0
3707,5783808,28309203,Entire home/apt,Santa Maria Maior,112,5.0,6,2.0,93.0
3982,6230370,19905749,Entire home/apt,Santa Maria Maior,112,5.0,6,2.0,76.0
4116,6436526,5473143,Entire home/apt,Penha de França,112,5.0,4,2.0,75.0
365,483897,2381723,Entire home/apt,Avenidas Novas,113,5.0,5,2.0,58.0
1415,1826325,4450024,Entire home/apt,Misericórdia,113,5.0,5,2.0,93.0
1907,2863614,7996012,Entire home/apt,Santa Maria Maior,113,5.0,4,2.0,109.0
3015,4424673,1101316,Entire home/apt,Areeiro,113,5.0,6,2.0,65.0
1534,2085110,4141894,Entire home/apt,Santa Maria Maior,114,5.0,4,2.0,127.0
601,706651,2381723,Entire home/apt,Alvalade,116,5.0,4,2.0,52.0
2990,4347054,19905749,Entire home/apt,Santa Maria Maior,116,5.0,5,2.0,93.0
4843,7609146,20179403,Entire home/apt,Misericórdia,116,5.0,5,2.0,80.0
1554,2130338,1655181,Entire home/apt,Santo António,117,5.0,4,2.0,141.0
2181,3080317,15674602,Entire home/apt,Misericórdia,117,5.0,4,2.0,147.0
2254,3110898,15809820,Entire home/apt,Arroios,117,5.0,6,2.0,55.0
3849,5995787,387186,Entire home/apt,Santa Maria Maior,117,5.0,4,2.0,75.0
5555,9181250,47764540,Entire home/apt,Santa Maria Maior,117,5.0,4,2.0,58.0
3239,4899809,25220128,Entire home/apt,Misericórdia,118,5.0,4,2.0,138.0
4946,7768640,40860580,Entire home/apt,São Vicente,119,5.0,4,2.0,69.0
1471,1958234,10121011,Entire home/apt,Santa Maria Maior,120,5.0,6,2.0,78.0
717,811067,4258097,Entire home/apt,Santa Maria Maior,122,5.0,4,2.0,93.0
1176,1409855,7603168,Entire home/apt,Misericórdia,122,5.0,3,2.0,71.0
3389,5235956,25749262,Entire home/apt,Santa Maria Maior,122,5.0,4,2.0,115.0
575,686095,259834,Entire home/apt,Santo António,124,5.0,4,2.0,58.0
1090,1277431,6952834,Entire home/apt,Misericórdia,124,5.0,6,2.0,87.0
2891,4111773,14236607,Entire home/apt,Santo António,124,5.0,4,2.0,95.0
3992,6252320,5691663,Entire home/apt,Santa Maria Maior,125,5.0,4,2.0,93.0
4332,6708754,35121699,Entire home/apt,Santa Maria Maior,125,5.0,4,2.0,80.0
4573,7073059,21019651,Entire home/apt,Santa Maria Maior,125,5.0,5,2.0,75.0
320,439447,2182931,Entire home/apt,Santa Maria Maior,129,5.0,6,2.0,95.0
1698,2481816,3811785,Entire home/apt,Misericórdia,130,5.0,4,2.0,52.0
2930,4210880,21851353,Entire home/apt,Arroios,131,5.0,4,2.0,64.0
3537,5509602,21501633,Entire home/apt,Belém,131,5.0,5,2.0,79.0
5229,8274221,42865005,Entire home/apt,Arroios,131,5.0,5,2.0,69.0
738,834674,4366168,Entire home/apt,Santa Maria Maior,132,5.0,5,2.0,138.0
1768,2608461,10154317,Entire home/apt,Arroios,132,5.0,5,2.0,75.0
1751,2582274,13222821,Entire home/apt,Arroios,134,5.0,5,2.0,87.0
1031,1204875,5297837,Entire home/apt,Santa Maria Maior,135,5.0,6,2.0,127.0
57,119120,387186,Entire home/apt,Estrela,136,5.0,4,2.0,73.0
3123,4657757,8407039,Entire home/apt,Misericórdia,136,5.0,5,2.0,69.0
883,1006534,4348625,Entire home/apt,Santa Maria Maior,138,5.0,4,2.0,58.0
2699,3791422,9528937,Entire home/apt,Santa Maria Maior,138,5.0,5,2.0,150.0
260,354431,1794425,Entire home/apt,Misericórdia,139,5.0,6,2.0,93.0
1311,1616519,8602932,Entire home/apt,Santa Maria Maior,141,5.0,6,2.0,93.0
5650,9474227,49103240,Entire home/apt,Santa Maria Maior,141,5.0,5,2.0,58.0
701,791190,4043364,Entire home/apt,Misericórdia,143,5.0,4,2.0,98.0
2517,3502713,12558565,Entire home/apt,Misericórdia,143,5.0,5,2.0,52.0
97,159243,764012,Entire home/apt,Misericórdia,144,5.0,6,2.0,93.0
1896,2835371,14504204,Entire home/apt,Misericórdia,145,5.0,4,2.0,64.0
586,693253,3546148,Entire home/apt,Santa Maria Maior,148,5.0,4,2.0,74.0
1224,1488382,7959258,Entire home/apt,Arroios,149,5.0,4,2.0,77.0
762,852766,264900,Entire home/apt,Misericórdia,151,5.0,4,2.0,69.0
1480,1968490,815805,Entire home/apt,Misericórdia,151,5.0,4,2.0,173.0
1704,2498053,12500156,Entire home/apt,Santa Maria Maior,151,5.0,5,2.0,67.0
1619,2307863,11786589,Entire home/apt,Santo António,152,5.0,4,2.0,93.0
1108,1309184,7116579,Entire home/apt,Santa Maria Maior,157,5.0,6,2.0,150.0
3206,4819945,15024009,Entire home/apt,Santa Maria Maior,161,5.0,4,2.0,69.0
1528,2066189,10569109,Entire home/apt,Estrela,162,5.0,4,2.0,78.0
817,919036,4936264,Entire home/apt,Santa Maria Maior,166,5.0,4,2.0,93.0
2370,3234248,16367968,Entire home/apt,Misericórdia,166,5.0,6,2.0,102.0
2400,3269567,5588401,Entire home/apt,Santa Maria Maior,166,5.0,6,2.0,80.0
4070,6352767,21980829,Entire home/apt,Misericórdia,168,5.0,6,2.0,93.0
1582,2203498,4189583,Entire home/apt,São Vicente,170,5.0,4,2.0,90.0
743,842105,4366168,Entire home/apt,Santa Maria Maior,171,5.0,5,2.0,138.0
5594,9273021,7867704,Entire home/apt,Santa Maria Maior,171,5.0,4,2.0,80.0
1291,1580377,8407039,Entire home/apt,Misericórdia,178,5.0,6,2.0,69.0
387,495237,2446180,Entire home/apt,São Vicente,180,5.0,6,2.0,93.0
3997,6259702,21980829,Entire home/apt,Santa Maria Maior,180,5.0,5,2.0,102.0
1204,1455723,822877,Entire home/apt,Santa Maria Maior,187,5.0,4,2.0,79.0
1059,1235479,6735553,Entire home/apt,Arroios,197,5.0,6,2.0,163.0
436,543783,901710,Entire home/apt,Santa Maria Maior,198,5.0,4,2.0,57.0
863,976954,4511947,Entire home/apt,Santa Maria Maior,201,5.0,5,2.0,115.0
1519,2042416,387186,Entire home/apt,Santa Maria Maior,202,5.0,4,2.0,83.0
656,756329,2496172,Entire home/apt,Misericórdia,203,5.0,6,2.0,93.0
1144,1368336,7421918,Entire home/apt,Misericórdia,204,5.0,6,2.0,85.0
548,656122,3303813,Entire home/apt,Santa Maria Maior,206,5.0,4,2.0,64.0
2286,3121788,4043364,Entire home/apt,Misericórdia,209,5.0,4,2.0,78.0
2989,4346065,11997804,Entire home/apt,São Vicente,223,5.0,6,2.0,58.0
804,898363,4794066,Entire home/apt,Santa Maria Maior,236,5.0,6,2.0,58.0
131,187442,901710,Entire home/apt,Santa Maria Maior,244,5.0,4,2.0,79.0
30,77466,415066,Entire home/apt,Misericórdia,255,5.0,5,2.0,80.0
388,496195,647439,Entire home/apt,Santa Maria Maior,259,5.0,4,2.0,52.0
140,202150,989393,Entire home/apt,Santa Maria Maior,274,5.0,4,2.0,62.0
120,176153,842219,Entire home/apt,Misericórdia,438,5.0,4,2.0,102.0
